0,924,1057,None,0
-133.0,247,759,None,0
-322.5,231,687,None,0
-367.00000000000006,399,1158,None,0
-465.0,191,1360,None,0
-605.8000000000001,329,888,None,0
-598.0,415,492,None,0
-523.5714285714287,255,439,None,0
-481.125,350,382,None,0
-431.22222222222223,322,375,None,-431.22222222222223
-422.3333333333333,370,353,None,-289.3333333333333
-363.55555555555554,449,371,None,-41.05555555555554
-304.22222222222223,514,391,None,62.77777777777783
-206.22222222222217,386,630,None,258.7777777777778
-103.4444444444444,376,631,None,502.35555555555567
-69.66666666666663,812,636,None,528.3333333333334
-41.55555555555554,1382,696,None,913.2380952380954
55.111111111111086,2224,1583,None,825.5694444444443
129.8888888888889,1560,6969,None,602.1666666666666
-465.2222222222222,4446,3376,None,-105.66666666666669
-348.2222222222222,1527,641,None,-243.44444444444446
-258.44444444444434,1175,377,None,-456.5777777777778
-183.44444444444457,1155,277,None,-505.55555555555577
-58.7777777777776,1330,380,None,-437.3492063492063
75.11111111111131,1864,244,None,-391.45833333333314
235.55555555555543,2005,267,None,-284.0000000000001
352.44444444444457,2517,269,None,340.22222222222234
531.0,3202,248,None,385.7777777777777
1460.2222222222222,3745,306,None,1879.6666666666665
1723.4444444444446,4174,377,None,2048.8888888888896
2046.8888888888887,4444,314,None,2260.666666666666
2417.1111111111113,4523,273,None,2455.777777777778
2791.777777777778,4334,433,None,2573.444444444445
3119.666666666667,4394,876,None,2747.222222222222
3330.5555555555557,4512,1290,None,2693.8888888888887
3495.4444444444443,4410,1625,None,1217.5555555555557
3555.1111111111113,4258,1596,None,952.4444444444443
3522.6666666666665,4273,1772,None,-242.8888888888887
3418.444444444445,4296,1138,None,-905.5555555555554
3347.444444444445,4211,1114,None,-1549.9999999999995
3232.666666666666,3884,1297,None,-2229.000000000001
3047.8888888888887,3391,1569,None,-2838.888888888889
2816.8888888888887,2853,1609,None,-3445.7777777777783
2564.222222222222,2360,1825,None,-3790.444444444445
2265.6666666666665,1666,1431,None,-3292.222222222222
1982.3333333333335,1100,1365,None,-3267.7777777777783
1657.1111111111109,693,1115,None,-3166.1111111111118
1332.3333333333335,646,904,None,-2901.666666666666
952.7777777777778,304,1058,None,-2650.777777777778
524.8888888888887,408,1504,None,-2404.999999999999
115.66666666666652,557,2048,None,-2165.8888888888887
-252.44444444444457,260,2751,None,-1839.5555555555552
-667.4444444444446,622,3075,None,-1658.8888888888891
-999.4444444444446,311,3800,None,-1399.5555555555557
-1413.2222222222222,315,4655,None,-1309.4444444444443
-1866.0000000000002,530,5268,None,-1128.4444444444443
-2345.5555555555557,706,6328,None,-970.1111111111118
-2941.5555555555557,460,7452,None,-962.1111111111113
-3634.6666666666665,611,8142,None,-1090.2222222222217
-4349.666666666667,755,9160,None,-1233.666666666667
-5117.88888888889,790,9588,None,-1600.333333333334
-5818.666666666666,857,9891,None,-1755.666666666666
-6549.888888888889,875,10890,None,-2027.333333333333
-7275.0,840,10998,None,-2183.8888888888882
-7921.444444444445,813,10956,None,-2161.1111111111118
-8522.0,909,10846,None,-2016.8888888888896
-9001.444444444445,798,11043,None,-1594.5555555555557
-9362.888888888889,979,10613,None,-862.7777777777774
-9596.555555555555,1219,9795,None,-95.66666666666606
-9615.555555555557,1425,8895,Compression,1052.7777777777774
-9468.0,1288,8004,None,2212.4444444444434
-9210.444444444443,1394,6324,None,3394.8888888888905
-8645.444444444445,1336,4819,None,4805.999999999999
-7903.777777777777,1308,3277,None,6077.5555555555575
-6995.555555555556,1034,1971,None,7254.666666666667
-5995.555555555556,1102,945,None,8252.777777777777
-4839.777777777777,1745,758,None,9020.777777777777
-3659.6666666666665,2492,648,None,9586.222222222223
-2501.888888888889,2947,478,None,9774.222222222223
-1397.5555555555554,3171,263,None,9440.88888888889
-328.2222222222222,2374,445,None,8864.555555555553
433.8888888888887,2223,362,None,7552.88888888889
1027.6666666666665,1873,351,None,5925.555555555554
1415.5555555555557,1376,430,None,3888.0
1624.7777777777778,896,851,None,1683.4444444444453
1612.333333333333,1064,1406,None,-661.5555555555575
1464.6666666666665,830,2040,None,-2946.1111111111113
1125.3333333333335,769,2678,None,-5254.999999999998
638.888888888889,695,2806,None,-7042.88888888889
81.22222222222217,790,2483,None,-8522.0
-321.2222222222224,590,1711,None,-9166.222222222223
-652.5555555555557,622,973,None,-9300.555555555557
-860.6666666666667,931,1182,None,-8728.333333333332
-993.6666666666666,1282,1116,None,-7742.777777777777
-980.2222222222223,1461,1867,None,-6219.777777777777
-987.3333333333334,1699,2092,None,-4488.444444444444
-896.5555555555557,1858,2472,None,-2431.3333333333335
-752.6666666666667,1616,3189,None,-636.4444444444446
-692.8888888888889,1845,3823,Compression,906.1111111111111
-724.5555555555554,1974,5138,None,1872.8888888888896
-951.5555555555557,2219,6459,None,2319.4444444444443
-1383.6666666666667,2445,8159,None,2069.555555555555
-1990.6666666666667,2568,9760,None,1455.0
-2808.2222222222226,3236,10967,None,193.8888888888887
-3622.111111111111,3706,11675,None,-1243.2222222222217
-4463.888888888889,4550,12384,None,-2793.2222222222217
-5266.111111111111,4832,13750,None,-4110.111111111111
-6082.222222222223,5331,15356,None,-5090.333333333334
-6976.333333333334,5472,16190,None,-5728.777777777778
-7815.666666666668,5284,16141,None,-5867.111111111112
-8550.888888888889,4825,14389,None,-5339.222222222221
-8978.666666666668,4217,11448,None,-4353.2222222222235
-8983.0,3704,6921,None,-2607.4444444444443
-8481.444444444445,3239,2628,None,-345.8888888888896
-7528.111111111111,5746,723,Compression,2325.1111111111113
-6099.555555555557,9859,470,None,5418.333333333333
-4065.4444444444443,12763,445,None,8880.88888888889
-1582.8888888888887,14557,386,None,12560.666666666668
1182.5555555555557,15349,488,None,15986.222222222223
4040.1111111111113,15388,996,None,18765.777777777777
6701.888888888889,15460,558,None,20539.88888888889
9161.111111111111,15159,616,None,21208.333333333332
11134.444444444443,13946,1049,None,20449.333333333336
12499.555555555557,10392,2317,None,18010.88888888889
12838.666666666666,7706,5816,None,13544.777777777777
12005.444444444445,5194,8501,None,7072.666666666668
10269.333333333334,3293,8778,None,-738.7777777777774
8085.333333333333,2154,6233,None,-8777.77777777778
5980.888888888889,2200,2844,None,-16203.333333333332
4310.222222222223,5125,1391,None,-22007.555555555555
3069.333333333333,8714,1310,None,-26119.444444444445
2276.1111111111113,11119,1656,None,-27796.555555555555
1894.5555555555547,12231,2151,None,-26675.88888888889
2117.333333333334,12389,2634,None,-22573.555555555555
2991.222222222222,10675,3473,None,-15917.0
4158.888888888889,7598,4747,None,-8051.222222222223
5085.111111111111,3065,4805,None,-608.5555555555557
5345.0,954,7522,Compression,5455.88888888889
4686.777777777777,762,12865,None,9234.888888888887
2927.1111111111104,1018,16555,None,10462.77777777778
378.1111111111113,1832,16623,None,8823.333333333332
-2316.7777777777783,2509,12730,None,4802.88888888889
-4572.444444444444,3627,8318,None,-579.333333333333
-6177.555555555555,6092,4633,None,-6168.555555555556
-6815.666666666668,9785,2011,None,-10338.666666666668
-6268.666666666668,14140,1601,None,-11730.333333333334
-4682.111111111112,15133,1697,None,-9884.88888888889
-2459.4444444444453,14967,2035,None,-5248.222222222223
322.2222222222226,14401,1790,Compression,1606.4444444444453
3449.7777777777783,13128,1659,None,9761.444444444445
6367.555555555557,8382,1554,None,17853.111111111113
8261.888888888889,3936,2275,None,23808.88888888889
8967.666666666668,641,5767,None,26499.0
8236.0,848,10785,None,25078.77777777778
6268.111111111111,1204,14874,None,19683.0
3356.0,1798,16228,None,10643.0
259.7777777777774,2177,14204,None,-352.44444444444434
-2513.4444444444443,2649,10466,None,-11520.000000000004
-4783.222222222222,4501,7434,None,-21067.333333333332
-6383.444444444445,6110,4766,None,-27896.222222222226
-6992.777777777778,9108,3984,None,-30306.333333333336
