0,1,3,None,0
-2.0,30,84,None,0
-28.0,23,97,None,0
-43.333333333333336,58,197,None,0
-67.25,25,210,None,0
-90.80000000000001,45,128,None,0
-89.5,52,208,None,0
-98.99999999999999,20,189,None,0
-107.75,51,255,None,0
-118.44444444444446,55,198,None,-118.44444444444446
-134.11111111111111,41,294,None,-132.11111111111111
-156.22222222222223,11,166,None,-128.22222222222223
-165.22222222222223,63,43,None,-121.88888888888889
-147.55555555555554,23,108,None,-80.30555555555554
-136.44444444444443,19,54,None,-45.64444444444442
-131.11111111111111,74,32,None,-41.611111111111114
-109.11111111111111,68,33,None,108.33333333333333
-86.44444444444446,91,19,None,153.41666666666666
-55.777777777777786,95,54,None,190.8888888888889
-35.33333333333334,193,49,None,220.66666666666666
8.777777777777771,114,14,None,245.30555555555554
37.111111111111114,35,23,None,247.97777777777776
36.22222222222223,58,17,None,225.38888888888889
50.22222222222222,58,38,None,196.77777777777777
56.33333333333333,72,43,None,166.1388888888889
54.88888888888889,62,149,None,101.33333333333333
41.33333333333333,45,112,None,29.000000000000014
25.888888888888886,263,102,None,-83.33333333333333
39.22222222222222,395,282,None,-127.77777777777777
35.77777777777777,207,886,None,-156.77777777777777
-50.77777777777777,66,1129,None,-274.55555555555554
-170.22222222222223,22,714,None,-393.8888888888889
-251.66666666666669,23,452,None,-465.8888888888889
-301.55555555555554,30,524,None,-485.66666666666663
-359.66666666666663,253,172,None,-496.22222222222223
-341.0,506,203,None,-456.8888888888889
-299.8888888888889,180,114,None,-352.7777777777778
-310.44444444444446,96,233,None,-261.7777777777778
-338.2222222222223,68,192,None,-167.5555555555556
-276.55555555555554,66,171,None,76.11111111111114
-170.1111111111111,44,160,None,358.0
-106.11111111111111,19,369,None,560.1111111111111
-97.33333333333331,17,222,None,586.5555555555555
-65.22222222222223,18,323,None,620.2222222222222
-108.1111111111111,37,275,None,582.5555555555557
-168.22222222222223,65,231,None,505.66666666666674
-194.0,29,366,None,342.22222222222223
-216.2222222222222,24,358,None,121.88888888888894
-239.55555555555554,503,212,None,-108.55555555555557
-195.55555555555554,1027,256,None,-229.66666666666669
-97.0,1300,217,None,-285.33333333333326
62.22222222222223,1508,227,None,-73.33333333333337
227.33333333333331,1637,121,None,160.88888888888886
429.66666666666663,2131,276,None,421.33333333333326
662.2222222222223,2418,446,None,708.4444444444445
899.7777777777777,2968,501,None,1056.7777777777778
1211.3333333333335,3203,502,None,1453.0
1548.5555555555557,2666,347,None,1779.0000000000002
1773.8888888888891,3046,178,None,1809.8888888888891
2006.8888888888887,3727,25,None,1811.333333333333
2297.888888888889,4735,75,None,1697.8888888888891
2673.333333333333,6047,55,None,1615.555555555555
3170.6666666666665,6916,70,None,1647.2222222222222
3725.222222222222,7312,25,None,1635.4444444444443
