-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
520,418,,None
-,-,,None
-,-,,None
-,-,,None
566,442,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
552,498,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
550,506,,None
548,506,,None
550,504,,None
548,504,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
560,462,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
550,502,,None
550,502,,None
-,-,,None
556,496,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
552,502,,None
550,502,,None
552,500,,None
552,498,,None
-,-,,None
558,490,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
568,472,,None
-,-,,None
-,-,,None
552,500,,None
552,502,,None
552,500,,None
-,-,,None
554,494,,None
558,488,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
550,498,,None
552,498,,None
552,494,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
550,444,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
552,498,,None
-,-,,None
552,496,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
552,500,,None
554,498,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
552,500,,None
552,500,,None
554,500,,None
556,496,,None
560,490,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
554,458,,None
-,-,,None
554,458,,None
-,-,,None
554,462,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
546,504,,None
544,506,,None
546,506,,None
548,504,,None
550,498,,None
-,-,,None
-,-,,None
-,-,,None
552,466,,None
550,462,,None
546,460,,None
548,460,,None
548,460,,None
548,458,,None
548,458,,None
-,-,,None
552,462,,None
552,464,,None
556,468,,None
-,-,,None
-,-,,None
558,492,,None
552,500,,None
550,500,,None
550,502,,None
552,500,,None
552,496,,None
556,492,,None
556,486,,None
-,-,,None
-,-,,None
-,-,,None
552,460,,None
-,-,,None
552,458,,None
554,460,,None
-,-,,None
-,-,,None
554,460,,None
554,464,,None
-,-,,None
560,468,,None
560,472,,None
-,-,,None
-,-,,None
-,-,,None
550,502,,None
548,504,,None
548,500,,None
552,500,,None
554,492,,None
-,-,,None
558,482,,None
560,478,,None
-,-,,None
556,464,,None
-,-,,None
550,458,,None
550,456,,None
550,456,,None
550,454,,None
-,-,,None
-,-,,None
-,-,,None
552,460,,None
556,466,,None
-,-,,None
-,-,,None
-,-,,None
552,502,,None
550,502,,None
548,500,,None
550,500,,None
552,496,,None
554,490,,None
558,484,,None
560,476,,None
-,-,,None
558,464,,None
556,462,,None
554,460,,None
-,-,,None
-,-,,None
554,460,,None
556,460,,None
556,460,,None
-,-,,None
-,-,,None
560,468,,None
-,-,,None
562,480,,None
-,-,,None
550,500,,None
548,502,,None
548,502,,None
550,502,,None
552,498,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
550,456,,None
552,454,,None
550,454,,None
550,454,,None
552,456,,None
550,458,,None
-,-,,None
-,-,,None
554,464,,None
556,468,,None
-,-,,None
-,-,,None
-,-,,None
550,502,,None
546,502,,None
548,502,,None
548,500,,None
550,498,,None
552,494,,None
552,486,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
550,456,,None
548,456,,None
550,454,,None
550,456,,None
-,-,,None
-,-,,None
552,456,,None
-,-,,None
-,-,,None
556,466,,None
-,-,,None
562,480,,None
-,-,,None
-,-,,None
548,502,,None
548,504,,None
548,502,,None
548,498,,None
552,494,,None
554,488,,None
558,480,,None
-,-,,None
-,-,,None
-,-,,None
554,458,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
554,464,,None
-,-,,None
560,472,,None
-,-,,None
-,-,,None
-,-,,None
548,506,,None
548,506,,None
550,504,,None
552,500,,None
554,494,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
552,460,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
552,508,,None
550,508,,None
550,506,,None
550,506,,None
552,504,,None
554,498,,None
554,492,,None
554,484,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
550,506,,None
550,506,,None
550,502,,None
554,500,,None
556,494,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
548,456,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
552,504,,None
550,506,,None
550,506,,None
550,502,,None
-,-,,None
556,490,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
-,-,,None
